lat,lon,month,solar_kwh_m2_day,wind_ms,temp_c
74.0,30.0,10,0.465,6.181,-17.25
74.0,30.0,11,0.0,6.668,-29.65
74.0,30.0,12,0.0,6.848,-37.77
74.0,45.0,1,0.0,6.826,-43.32
74.0,45.0,2,0.276,7.008,-36.11
74.0,45.0,3,2.02,6.362,-29.62
74.0,45.0,4,4.927,6.194,-16.39
74.0,45.0,5,7.472,5.191,-2.32
74.0,45.0,6,7.749,5.125,8.62
74.0,45.0,7,7.871,4.77,9.89
74.0,45.0,8,5.084,5.161,7.25
74.0,45.0,9,2.192,5.336,-4.07
74.0,45.0,10,0.348,5.678,-15.83
74.0,45.0,11,0.06,5.726,-26.43
74.0,45.0,12,0.273,6.931,-38.09
74.0,60.0,1,0.0,6.931,-39.55
74.0,60.0,2,0.224,6.795,-38.96
74.0,60.0,3,1.986,6.777,-27.63
74.0,60.0,4,4.917,6.375,-14.87
74.0,60.0,5,7.389,5.301,-1.02
74.0,60.0,6,7.876,4.799,5.93
74.0,60.0,7,7.666,5.272,13.71
74.0,60.0,8,5.166,4.511,8.32
74.0,60.0,9,2.207,5.024,0.87
74.0,60.0,10,0.275,6.342,-13.2
74.0,60.0,11,0.2,6.787,-26.35
74.0,60.0,12,0.006,6.779,-39.1
74.0,75.0,1,0.075,6.79,-40.29
74.0,75.0,2,0.115,7.349,-37.6
74.0,75.0,3,2.11,6.401,-26.87
74.0,75.0,4,4.663,6.369,-12.93
74.0,75.0,5,7.2,5.392,0.18
74.0,75.0,6,7.931,5.513,11.09
74.0,75.0,7,7.802,4.682,13.68
74.0,75.0,8,4.988,5.035,9.72
74.0,75.0,9,2.312,5.041,-1.17
74.0,75.0,10,0.503,5.863,-14.42
74.0,75.0,11,0.051,6.003,-25.89
74.0,75.0,12,0.0,6.648,-35.04
74.0,90.0,1,0.004,7.167,-40.41
74.0,90.0,2,0.372,6.632,-35.57
74.0,90.0,3,1.78,6.52,-25.05
74.0,90.0,4,4.726,5.483,-12.29
74.0,90.0,5,7.553,4.797,1.03
74.0,90.0,6,7.937,5.633,10.04
74.0,90.0,7,7.741,4.576,14.25
74.0,90.0,8,4.915,4.718,9.14
74.0,90.0,9,2.159,5.455,-0.13
74.0,90.0,10,0.586,5.618,-14.25
74.0,90.0,11,0.0,6.608,-26.76
74.0,90.0,12,0.033,6.426,-38.09
74.0,105.0,1,0.02,7.128,-39.65
74.0,105.0,2,0.444,6.793,-37.14
74.0,105.0,3,1.71,5.747,-27.26
74.0,105.0,4,4.773,5.68,-11.57
74.0,105.0,5,7.28,4.843,-1.11
74.0,105.0,6,7.752,4.994,10.17
74.0,105.0,7,7.871,4.365,11.18
74.0,105.0,8,5.249,3.542,8.37
74.0,105.0,9,2.576,5.144,-1.33
74.0,105.0,10,0.688,5.835,-14.14
74.0,105.0,11,0.0,6.222,-28.92
74.0,105.0,12,0.172,6.271,-37.91
74.0,120.0,1,0.147,6.426,-42.07
74.0,120.0,2,0.186,5.872,-38.25
74.0,120.0,3,1.82,6.098,-28.58
74.0,120.0,4,4.92,5.999,-14.17
74.0,120.0,5,7.493,4.702,-3.35
74.0,120.0,6,7.869,4.805,6.75
74.0,120.0,7,7.904,4.645,9.48
74.0,120.0,8,5.215,4.506,7.05
74.0,120.0,9,2.186,4.682,-4.06
74.0,120.0,10,0.589,4.975,-15.49
74.0,120.0,11,0.0,5.705,-28.57
74.0,120.0,12,0.052,6.169,-38.49
74.0,135.0,1,0.006,6.169,-42.15
74.0,135.0,2,0.202,6.052,-38.73
74.0,135.0,3,1.686,5.77,-31.59
74.0,135.0,4,4.623,5.949,-17.9
74.0,135.0,5,7.218,5.563,-5.34
74.0,135.0,6,7.916,4.359,3.72
74.0,135.0,7,7.881,4.081,9.13
74.0,135.0,8,4.973,4.45,2.71
74.0,135.0,9,2.117,4.498,-5.53
74.0,135.0,10,0.687,5.505,-18.06
74.0,135.0,11,0.0,5.495,-29.92
74.0,135.0,12,0.0,6.645,-36.99
74.0,150.0,1,0.0,6.05,-40.11
74.0,150.0,2,0.371,6.137,-41.56
74.0,150.0,3,1.723,5.84,-30.81
74.0,150.0,4,4.744,5.072,-17.74
74.0,150.0,5,7.423,4.201,-5.77
74.0,150.0,6,7.777,4.538,2.43
74.0,150.0,7,8.0,4.059,5.44
74.0,150.0,8,4.959,4.213,2.7
74.0,150.0,9,2.253,4.913,-6.68
74.0,150.0,10,0.49,5.421,-19.6
74.0,150.0,11,0.0,5.417,-31.67
74.0,150.0,12,0.144,6.026,-40.47
74.0,165.0,1,0.0,6.146,-44.3
74.0,165.0,2,0.243,5.99,-40.88
74.0,165.0,3,1.763,5.758,-32.75
74.0,165.0,4,4.818,5.453,-20.91
74.0,165.0,5,7.475,4.742,-6.4
74.0,165.0,6,7.944,4.129,3.67
74.0,165.0,7,7.704,4.702,3.2
74.0,165.0,8,5.276,3.98,0.56
74.0,165.0,9,2.247,4.187,-6.15
74.0,165.0,10,0.322,5.296,-17.32
74.0,165.0,11,0.055,5.9,-31.8
74.0,165.0,12,0.0,6.177,-41.3
76.0,-180.0,1,0.0,6.186,-47.02
76.0,-180.0,2,0.077,5.818,-43.9
76.0,-180.0,3,1.391,5.659,-33.99
76.0,-180.0,4,4.449,5.11,-21.49
76.0,-180.0,5,7.396,4.903,-11.12
76.0,-180.0,6,7.793,3.978,0.31
76.0,-180.0,7,7.857,4.3,4.78
76.0,-180.0,8,5.146,4.4,0.58
76.0,-180.0,9,1.853,4.585,-9.28
76.0,-180.0,10,0.518,5.306,-22.06
76.0,-180.0,11,0.027,5.717,-32.98
76.0,-180.0,12,0.099,5.601,-45.05
76.0,-165.0,1,0.0,6.509,-45.4
76.0,-165.0,2,0.221,5.929,-43.44
76.0,-165.0,3,1.595,6.316,-31.98
76.0,-165.0,4,4.71,5.641,-20.33
76.0,-165.0,5,7.42,4.578,-8.28
76.0,-165.0,6,7.824,3.83,1.28
76.0,-165.0,7,8.026,4.574,5.41
76.0,-165.0,8,4.815,3.671,3.35
76.0,-165.0,9,1.923,5.081,-8.51
76.0,-165.0,10,0.398,4.896,-20.9
76.0,-165.0,11,0.0,6.003,-32.29
76.0,-165.0,12,0.162,5.202,-42.37
76.0,-150.0,1,0.0,6.131,-44.88
76.0,-150.0,2,0.046,6.444,-42.95
76.0,-150.0,3,1.664,5.488,-31.8
76.0,-150.0,4,4.636,5.115,-20.59
76.0,-150.0,5,7.148,4.497,-7.77
76.0,-150.0,6,8.226,3.772,1.54
76.0,-150.0,7,7.929,4.131,8.61
76.0,-150.0,8,5.095,4.029,3.01
76.0,-150.0,9,2.077,4.863,-6.86
76.0,-150.0,10,0.178,5.174,-18.36
76.0,-150.0,11,0.0,5.367,-33.94
76.0,-150.0,12,0.144,6.21,-42.06
76.0,-135.0,1,0.0,5.793,-44.44
76.0,-135.0,2,0.125,6.238,-40.47
76.0,-135.0,3,1.501,5.912,-31.4
76.0,-135.0,4,4.589,5.84,-17.99
76.0,-135.0,5,7.337,4.219,-3.27
76.0,-135.0,6,8.02,4.042,6.14
76.0,-135.0,7,7.757,3.858,7.04
76.0,-135.0,8,5.074,4.255,4.35
76.0,-135.0,9,1.89,4.222,-4.58
76.0,-135.0,10,0.362,4.757,-18.21
76.0,-135.0,11,0.0,5.264,-31.99
76.0,-135.0,12,0.13,5.355,-41.2
76.0,-120.0,1,0.0,6.047,-42.74
76.0,-120.0,2,0.293,6.342,-40.86
76.0,-120.0,3,1.734,5.283,-29.59
76.0,-120.0,4,4.501,4.932,-15.26
76.0,-120.0,5,7.568,4.713,-3.25
76.0,-120.0,6,7.775,3.955,6.53
76.0,-120.0,7,7.93,4.276,10.88
76.0,-120.0,8,4.952,4.325,6.21
76.0,-120.0,9,1.943,4.624,-1.74
76.0,-120.0,10,0.332,5.187,-15.97
76.0,-120.0,11,0.0,6.134,-31.1
76.0,-120.0,12,0.01,6.289,-41.69
76.0,-105.0,1,0.0,5.976,-44.13
76.0,-105.0,2,0.233,5.937,-41.54
76.0,-105.0,3,1.624,6.021,-27.94
76.0,-105.0,4,4.513,4.803,-14.25
76.0,-105.0,5,7.483,4.419,-1.55
76.0,-105.0,6,8.025,4.568,7.51
76.0,-105.0,7,7.683,4.033,12.04
76.0,-105.0,8,5.149,4.762,7.98
76.0,-105.0,9,2.128,5.003,-2.16
76.0,-105.0,10,0.466,4.475,-15.3
76.0,-105.0,11,0.0,5.388,-28.13
76.0,-105.0,12,0.106,5.976,-38.87
76.0,-90.0,1,0.0,7.187,-43.91
76.0,-90.0,2,0.009,5.963,-40.46
76.0,-90.0,3,1.755,5.691,-29.87
76.0,-90.0,4,4.784,5.038,-15.33
76.0,-90.0,5,7.304,4.816,-1.04
76.0,-90.0,6,7.755,4.017,6.06
76.0,-90.0,7,7.755,3.875,9.47
76.0,-90.0,8,4.9,5.0,7.38
76.0,-90.0,9,2.035,4.988,-2.36
76.0,-90.0,10,0.343,5.458,-15.51
76.0,-90.0,11,0.015,6.229,-26.86
76.0,-90.0,12,0.0,6.036,-39.29
76.0,-75.0,1,0.054,6.169,-45.25
76.0,-75.0,2,0.154,6.585,-39.25
76.0,-75.0,3,1.712,6.067,-29.96
76.0,-75.0,4,4.554,5.815,-15.99
76.0,-75.0,5,7.443,5.463,-3.38
76.0,-75.0,6,7.939,4.673,6.72
76.0,-75.0,7,7.892,4.489,9.45
76.0,-75.0,8,5.006,4.78,8.49
76.0,-75.0,9,1.995,5.014,-2.54
76.0,-75.0,10,0.528,5.523,-17.33
76.0,-75.0,11,0.0,5.697,-30.28
76.0,-75.0,12,0.069,6.859,-39.83
76.0,-60.0,1,0.0,6.936,-45.13
76.0,-60.0,2,0.018,6.892,-40.08
76.0,-60.0,3,1.76,5.94,-31.09
76.0,-60.0,4,4.628,5.364,-17.83
76.0,-60.0,5,7.611,4.698,-4.37
76.0,-60.0,6,8.167,4.224,4.85
76.0,-60.0,7,7.804,5.099,9.79
76.0,-60.0,8,5.132,5.033,6.07
76.0,-60.0,9,2.134,5.199,-4.63
76.0,-60.0,10,0.459,5.816,-18.95
76.0,-60.0,11,0.175,6.0,-31.67
76.0,-60.0,12,0.057,6.052,-41.82
76.0,-45.0,1,0.138,6.77,-46.1
76.0,-45.0,2,0.04,6.915,-40.9
76.0,-45.0,3,1.581,6.092,-33.88
76.0,-45.0,4,4.683,5.702,-19.57
76.0,-45.0,5,7.476,5.099,-6.05
76.0,-45.0,6,7.995,5.605,1.68
76.0,-45.0,7,7.869,4.762,6.34
76.0,-45.0,8,4.961,4.709,2.67
76.0,-45.0,9,1.957,4.536,-6.37
76.0,-45.0,10,0.581,5.887,-18.96
76.0,-45.0,11,0.0,6.7,-33.49
76.0,-45.0,12,0.498,6.979,-40.98
76.0,-30.0,1,0.063,7.208,-47.26
76.0,-30.0,2,0.0,6.267,-44.22
76.0,-30.0,3,1.727,6.345,-33.78
76.0,-30.0,4,4.613,5.525,-22.15
76.0,-30.0,5,7.377,5.034,-9.74
76.0,-30.0,6,7.811,5.039,1.53
76.0,-30.0,7,7.748,5.31,4.06
76.0,-30.0,8,4.893,4.844,1.38
76.0,-30.0,9,2.198,5.059,-8.04
76.0,-30.0,10,0.379,5.728,-20.95
76.0,-30.0,11,0.0,6.683,-32.48
76.0,-30.0,12,0.0,6.634,-43.31
76.0,-15.0,1,0.0,6.708,-48.67
76.0,-15.0,2,0.07,6.857,-44.88
76.0,-15.0,3,1.749,6.349,-33.4
76.0,-15.0,4,4.394,5.894,-20.97
76.0,-15.0,5,7.502,5.004,-7.19
76.0,-15.0,6,7.596,5.06,-0.98
76.0,-15.0,7,7.907,4.246,2.22
76.0,-15.0,8,4.968,5.072,-1.18
76.0,-15.0,9,2.017,5.027,-9.75
76.0,-15.0,10,0.403,5.914,-21.64
76.0,-15.0,11,0.022,6.031,-34.32
76.0,-15.0,12,0.0,7.518,-43.83
76.0,0.0,1,0.0,7.041,-47.14
76.0,0.0,2,0.076,6.751,-42.28
76.0,0.0,3,1.581,7.09,-33.32
76.0,0.0,4,4.783,5.889,-21.69
76.0,0.0,5,7.457,5.06,-8.82
76.0,0.0,6,8.054,4.938,0.46
76.0,0.0,7,7.751,4.144,3.69
76.0,0.0,8,4.941,5.054,-0.31
76.0,0.0,9,2.292,5.863,-8.39
76.0,0.0,10,0.448,6.556,-20.42
76.0,0.0,11,0.0,6.69,-34.93
76.0,0.0,12,0.0,6.772,-43.13
76.0,15.0,1,0.0,6.661,-44.57
76.0,15.0,2,0.195,6.346,-42.24
76.0,15.0,3,1.51,6.694,-34.09
76.0,15.0,4,4.57,5.436,-20.74
76.0,15.0,5,7.73,5.571,-7.82
76.0,15.0,6,7.876,5.663,0.8
76.0,15.0,7,7.673,4.422,5.15
76.0,15.0,8,4.962,4.649,0.81
76.0,15.0,9,2.071,5.286,-10.46
76.0,15.0,10,0.36,6.476,-22.02
76.0,15.0,11,0.0,6.289,-33.66
76.0,15.0,12,0.0,7.765,-41.46
76.0,30.0,1,0.089,7.661,-44.25
76.0,30.0,2,0.143,7.19,-40.28
76.0,30.0,3,1.627,5.873,-31.95
76.0,30.0,4,4.65,5.391,-20.79
76.0,30.0,5,7.474,5.408,-7.32
76.0,30.0,6,7.958,4.691,3.53
76.0,30.0,7,8.011,5.014,6.75
76.0,30.0,8,4.867,5.391,3.17
76.0,30.0,9,2.183,5.219,-7.0
76.0,30.0,10,0.252,5.47,-19.91
76.0,30.0,11,0.0,6.235,-31.66
76.0,30.0,12,0.0,7.282,-42.07
76.0,45.0,1,0.0,6.75,-44.99
76.0,45.0,2,0.0,6.852,-40.31
76.0,45.0,3,1.616,6.963,-29.78
76.0,45.0,4,4.417,6.025,-17.06
76.0,45.0,5,7.396,4.792,-4.02
76.0,45.0,6,8.117,4.691,5.94
76.0,45.0,7,7.833,4.736,7.3
76.0,45.0,8,4.953,5.266,4.1
76.0,45.0,9,2.22,5.289,-4.38
76.0,45.0,10,0.423,5.568,-17.72
76.0,45.0,11,0.0,6.583,-31.36
76.0,45.0,12,0.001,6.365,-40.63
76.0,60.0,1,0.08,7.9,-43.65
76.0,60.0,2,0.066,7.849,-39.68
76.0,60.0,3,1.633,6.111,-30.11
76.0,60.0,4,4.798,6.056,-17.59
76.0,60.0,5,7.394,4.858,-3.01
76.0,60.0,6,8.102,4.529,6.86
76.0,60.0,7,8.054,4.924,10.28
76.0,60.0,8,5.112,4.185,7.61
76.0,60.0,9,2.15,5.241,-2.92
76.0,60.0,10,0.358,5.974,-18.04
76.0,60.0,11,0.0,6.511,-30.33
76.0,60.0,12,0.129,7.367,-40.82
76.0,75.0,1,0.114,6.555,-43.69
76.0,75.0,2,0.0,6.537,-39.3
76.0,75.0,3,1.753,6.078,-30.2
76.0,75.0,4,4.643,5.846,-16.46
76.0,75.0,5,7.569,5.335,-1.92
76.0,75.0,6,7.966,5.027,6.33
76.0,75.0,7,7.922,4.955,12.6
76.0,75.0,8,4.986,4.788,9.06
76.0,75.0,9,2.096,5.454,-2.35
76.0,75.0,10,0.326,6.549,-14.13
76.0,75.0,11,0.105,5.854,-27.98
76.0,75.0,12,0.0,6.81,-39.9
76.0,90.0,1,0.0,7.263,-44.98
76.0,90.0,2,0.371,7.093,-38.38
76.0,90.0,3,1.637,6.335,-30.47
76.0,90.0,4,4.867,5.601,-16.26
76.0,90.0,5,7.584,4.913,-1.02
76.0,90.0,6,7.91,4.832,7.34
76.0,90.0,7,8.036,5.041,10.71
76.0,90.0,8,5.023,4.919,10.17
76.0,90.0,9,2.055,5.092,-1.62
76.0,90.0,10,0.156,5.67,-16.15
76.0,90.0,11,0.0,5.587,-29.7
76.0,90.0,12,0.0,6.747,-39.42
76.0,105.0,1,0.0,6.489,-43.96
76.0,105.0,2,0.114,6.301,-40.19
76.0,105.0,3,1.642,6.155,-30.08
76.0,105.0,4,4.905,5.566,-16.94
76.0,105.0,5,7.4,5.354,-4.24
76.0,105.0,6,7.859,4.523,6.07
76.0,105.0,7,7.785,4.401,8.52
76.0,105.0,8,5.116,5.257,6.84
76.0,105.0,9,2.157,5.772,-2.74
76.0,105.0,10,0.359,5.66,-16.74
76.0,105.0,11,0.185,5.987,-30.33
76.0,105.0,12,0.071,6.803,-41.06
76.0,120.0,1,0.05,6.858,-44.91
76.0,120.0,2,0.0,6.351,-41.0
76.0,120.0,3,1.953,5.901,-31.31
76.0,120.0,4,4.449,5.437,-16.9
76.0,120.0,5,7.356,5.237,-4.62
76.0,120.0,6,8.017,4.663,4.77
76.0,120.0,7,7.931,4.609,8.64
76.0,120.0,8,5.142,4.321,4.8
76.0,120.0,9,2.049,4.385,-4.2
76.0,120.0,10,0.157,6.092,-17.29
76.0,120.0,11,0.0,5.97,-31.36
76.0,120.0,12,0.0,6.06,-40.86
76.0,135.0,1,0.0,6.506,-45.95
76.0,135.0,2,0.0,6.263,-41.39
76.0,135.0,3,1.559,5.961,-32.42
76.0,135.0,4,4.715,4.967,-20.69
76.0,135.0,5,7.414,4.472,-6.75
76.0,135.0,6,7.775,4.239,2.85
76.0,135.0,7,7.729,4.135,7.1
76.0,135.0,8,5.149,4.607,2.69
76.0,135.0,9,2.041,4.509,-9.47
76.0,135.0,10,0.356,4.83,-19.39
76.0,135.0,11,0.0,6.089,-33.82
76.0,135.0,12,0.0,6.782,-41.43
76.0,150.0,1,0.055,6.337,-45.55
76.0,150.0,2,0.452,6.128,-44.23
76.0,150.0,3,1.718,6.081,-32.97
76.0,150.0,4,4.696,5.916,-23.11
76.0,150.0,5,7.427,4.098,-7.09
76.0,150.0,6,7.972,4.608,0.39
76.0,150.0,7,7.941,3.889,4.72
76.0,150.0,8,5.004,4.581,0.77
76.0,150.0,9,2.186,4.363,-8.19
76.0,150.0,10,0.384,5.936,-18.42
76.0,150.0,11,0.0,6.236,-33.66
76.0,150.0,12,0.0,6.219,-43.47
76.0,165.0,1,0.066,6.793,-47.95
76.0,165.0,2,0.106,6.623,-44.37
76.0,165.0,3,1.424,5.627,-34.8
76.0,165.0,4,4.872,4.523,-22.37
76.0,165.0,5,7.381,5.002,-8.67
76.0,165.0,6,8.214,4.39,1.48
76.0,165.0,7,7.796,4.048,5.06
76.0,165.0,8,4.932,3.886,-0.35
76.0,165.0,9,2.011,4.983,-9.36
76.0,165.0,10,0.324,4.716,-22.95
76.0,165.0,11,0.025,5.633,-34.17
76.0,165.0,12,0.0,6.716,-43.05
78.0,-180.0,1,0.0,6.739,-49.73
78.0,-180.0,2,0.0,6.243,-46.34
78.0,-180.0,3,1.18,5.865,-36.62
78.0,-180.0,4,4.551,5.307,-24.94
78.0,-180.0,5,7.677,5.202,-8.64
78.0,-180.0,6,7.864,4.182,-0.72
78.0,-180.0,7,8.001,3.604,1.55
78.0,-180.0,8,4.945,4.452,-0.45
78.0,-180.0,9,1.897,4.895,-10.5
78.0,-180.0,10,0.288,5.333,-24.02
78.0,-180.0,11,0.209,5.868,-36.64
78.0,-180.0,12,0.012,6.104,-46.55
78.0,-165.0,1,0.025,6.313,-49.79
78.0,-165.0,2,0.0,6.421,-45.64
78.0,-165.0,3,1.312,6.02,-38.08
78.0,-165.0,4,4.499,5.534,-23.85
78.0,-165.0,5,7.344,4.694,-8.6
78.0,-165.0,6,7.733,4.169,0.21
78.0,-165.0,7,7.9,4.119,2.83
78.0,-165.0,8,4.928,4.756,-1.83
78.0,-165.0,9,1.819,4.319,-10.38
78.0,-165.0,10,0.317,5.311,-24.16
78.0,-165.0,11,0.0,5.427,-36.6
78.0,-165.0,12,0.0,6.299,-45.74
78.0,-150.0,1,0.0,6.661,-48.53
78.0,-150.0,2,0.0,5.87,-44.83
78.0,-150.0,3,1.211,5.609,-34.69
78.0,-150.0,4,4.339,5.572,-20.13
78.0,-150.0,5,7.279,4.908,-9.43
78.0,-150.0,6,7.971,4.513,3.43
78.0,-150.0,7,8.003,4.322,4.52
78.0,-150.0,8,4.833,4.445,3.23
78.0,-150.0,9,1.749,5.485,-7.15
78.0,-150.0,10,0.199,5.099,-20.9
78.0,-150.0,11,0.01,5.8,-36.45
78.0,-150.0,12,0.005,5.574,-43.03
78.0,-135.0,1,0.0,6.279,-46.23
78.0,-135.0,2,0.019,5.89,-44.65
78.0,-135.0,3,1.118,5.467,-34.34
78.0,-135.0,4,4.499,5.096,-20.69
78.0,-135.0,5,7.457,4.529,-6.15
78.0,-135.0,6,7.878,4.685,4.09
78.0,-135.0,7,7.983,4.121,7.1
78.0,-135.0,8,4.74,4.171,3.87
78.0,-135.0,9,1.736,4.57,-6.85
78.0,-135.0,10,0.344,4.939,-18.81
78.0,-135.0,11,0.0,6.097,-34.2
78.0,-135.0,12,0.017,6.404,-43.72
78.0,-120.0,1,0.0,6.403,-45.39
78.0,-120.0,2,0.0,6.687,-43.21
78.0,-120.0,3,1.286,5.635,-31.74
78.0,-120.0,4,4.393,4.998,-17.97
78.0,-120.0,5,7.61,4.448,-4.22
78.0,-120.0,6,7.997,4.473,5.17
78.0,-120.0,7,8.194,4.39,9.12
78.0,-120.0,8,4.989,4.293,5.74
78.0,-120.0,9,1.745,4.653,-4.24
78.0,-120.0,10,0.116,5.338,-17.62
78.0,-120.0,11,0.0,5.211,-31.35
78.0,-120.0,12,0.153,6.33,-43.86
78.0,-105.0,1,0.0,6.927,-47.28
78.0,-105.0,2,0.262,6.437,-42.78
78.0,-105.0,3,1.344,5.178,-30.44
78.0,-105.0,4,4.53,4.543,-18.7
78.0,-105.0,5,7.468,4.588,-1.94
78.0,-105.0,6,8.1,4.41,7.8
78.0,-105.0,7,7.982,4.016,8.69
78.0,-105.0,8,5.095,4.543,6.66
78.0,-105.0,9,1.864,4.666,-1.59
78.0,-105.0,10,0.417,5.96,-17.84
78.0,-105.0,11,0.0,5.779,-31.98
78.0,-105.0,12,0.017,6.452,-41.33
78.0,-90.0,1,0.146,6.262,-47.11
78.0,-90.0,2,0.042,6.338,-42.68
78.0,-90.0,3,1.222,5.873,-31.08
78.0,-90.0,4,4.656,5.677,-18.1
78.0,-90.0,5,7.578,5.029,-4.77
78.0,-90.0,6,8.237,4.813,6.67
78.0,-90.0,7,8.05,4.415,10.52
78.0,-90.0,8,5.052,4.024,7.18
78.0,-90.0,9,1.878,4.763,-4.13
78.0,-90.0,10,0.38,4.962,-18.84
78.0,-90.0,11,0.095,5.325,-33.7
78.0,-90.0,12,0.109,6.568,-42.48
78.0,-75.0,1,0.0,6.231,-48.36
78.0,-75.0,2,0.007,6.607,-44.5
78.0,-75.0,3,1.282,6.151,-32.8
78.0,-75.0,4,4.531,5.426,-18.5
78.0,-75.0,5,7.533,4.146,-4.78
78.0,-75.0,6,8.083,4.791,5.37
78.0,-75.0,7,7.813,4.064,8.65
78.0,-75.0,8,5.075,4.269,3.82
78.0,-75.0,9,1.912,4.672,-5.65
78.0,-75.0,10,0.333,5.799,-18.05
78.0,-75.0,11,0.102,6.025,-33.22
78.0,-75.0,12,0.0,6.314,-43.06
78.0,-60.0,1,0.0,7.165,-47.22
78.0,-60.0,2,0.088,6.356,-42.35
78.0,-60.0,3,1.117,5.93,-33.4
78.0,-60.0,4,4.452,5.335,-22.18
78.0,-60.0,5,7.331,4.962,-7.14
78.0,-60.0,6,8.016,4.934,4.57
78.0,-60.0,7,7.773,4.589,7.61
78.0,-60.0,8,4.974,4.769,3.3
78.0,-60.0,9,1.765,5.514,-6.89
78.0,-60.0,10,0.14,5.628,-21.44
78.0,-60.0,11,0.0,6.079,-35.84
78.0,-60.0,12,0.174,6.665,-44.18
78.0,-45.0,1,0.0,6.886,-48.31
78.0,-45.0,2,0.0,6.766,-44.98
78.0,-45.0,3,1.21,6.723,-35.02
78.0,-45.0,4,4.457,5.691,-22.82
78.0,-45.0,5,7.614,5.406,-9.79
78.0,-45.0,6,7.924,4.603,1.49
78.0,-45.0,7,7.899,4.16,6.36
78.0,-45.0,8,5.044,5.041,2.98
78.0,-45.0,9,1.689,4.94,-9.84
78.0,-45.0,10,0.244,5.308,-21.73
78.0,-45.0,11,0.0,6.24,-36.16
78.0,-45.0,12,0.238,6.364,-46.09
78.0,-30.0,1,0.0,6.936,-48.87
78.0,-30.0,2,0.0,6.526,-46.35
78.0,-30.0,3,1.373,6.593,-33.68
78.0,-30.0,4,4.474,5.38,-23.89
78.0,-30.0,5,7.599,5.137,-9.41
78.0,-30.0,6,8.151,5.169,-0.45
78.0,-30.0,7,8.003,4.416,2.88
78.0,-30.0,8,4.969,4.72,0.37
78.0,-30.0,9,1.901,5.573,-11.17
78.0,-30.0,10,0.262,5.772,-24.43
78.0,-30.0,11,0.112,6.025,-37.63
78.0,-30.0,12,0.0,6.567,-43.85
78.0,-15.0,1,0.059,6.827,-49.64
78.0,-15.0,2,0.059,6.76,-46.86
78.0,-15.0,3,1.138,6.798,-36.92
78.0,-15.0,4,4.492,6.136,-22.79
78.0,-15.0,5,7.504,5.213,-11.5
78.0,-15.0,6,7.829,5.031,-1.62
78.0,-15.0,7,8.173,4.53,2.66
78.0,-15.0,8,4.813,5.264,-1.56
78.0,-15.0,9,1.822,5.319,-10.33
78.0,-15.0,10,0.311,6.494,-25.48
78.0,-15.0,11,0.0,6.388,-36.1
78.0,-15.0,12,0.0,6.975,-46.66
78.0,0.0,1,0.055,7.589,-48.76
78.0,0.0,2,0.08,6.982,-44.61
78.0,0.0,3,1.466,6.354,-36.36
78.0,0.0,4,4.506,5.985,-23.25
78.0,0.0,5,7.561,5.438,-9.85
78.0,0.0,6,7.652,4.94,0.51
78.0,0.0,7,7.868,4.779,1.2
78.0,0.0,8,4.918,4.805,-1.91
78.0,0.0,9,1.912,5.734,-8.68
78.0,0.0,10,0.359,6.033,-24.13
78.0,0.0,11,0.051,6.397,-37.44
78.0,0.0,12,0.103,6.973,-45.24
78.0,15.0,1,0.0,6.632,-49.58
78.0,15.0,2,0.049,6.894,-45.49
78.0,15.0,3,1.366,6.676,-35.66
78.0,15.0,4,4.341,6.18,-23.11
78.0,15.0,5,7.701,5.679,-9.92
78.0,15.0,6,8.111,5.486,-0.17
78.0,15.0,7,8.112,5.097,4.95
78.0,15.0,8,5.269,5.827,-0.59
78.0,15.0,9,1.941,5.374,-8.3
78.0,15.0,10,0.326,5.656,-21.43
78.0,15.0,11,0.0,6.524,-38.21
78.0,15.0,12,0.0,8.012,-45.96
78.0,30.0,1,0.206,7.345,-49.88
78.0,30.0,2,0.136,7.065,-45.16
78.0,30.0,3,1.37,6.239,-36.29
78.0,30.0,4,4.505,5.802,-21.35
78.0,30.0,5,7.416,5.81,-8.04
78.0,30.0,6,7.996,4.854,3.55
78.0,30.0,7,7.99,5.156,5.19
78.0,30.0,8,4.892,4.506,3.85
78.0,30.0,9,2.054,5.693,-7.87
78.0,30.0,10,0.385,5.794,-20.59
78.0,30.0,11,0.072,6.289,-33.08
78.0,30.0,12,0.254,6.851,-44.44
78.0,45.0,1,0.0,6.452,-47.74
78.0,45.0,2,0.0,6.613,-44.08
78.0,45.0,3,1.427,6.364,-33.93
78.0,45.0,4,4.446,6.062,-19.55
78.0,45.0,5,7.427,5.469,-5.97
78.0,45.0,6,7.869,5.287,3.72
78.0,45.0,7,8.036,5.173,7.48
78.0,45.0,8,4.868,4.996,3.06
78.0,45.0,9,2.028,5.39,-5.94
78.0,45.0,10,0.41,6.819,-20.19
78.0,45.0,11,0.0,6.528,-34.72
78.0,45.0,12,0.0,7.9,-44.62
78.0,60.0,1,0.038,6.935,-46.29
78.0,60.0,2,0.0,6.362,-41.96
78.0,60.0,3,1.2,7.019,-32.94
78.0,60.0,4,4.44,6.006,-18.22
78.0,60.0,5,7.667,5.704,-6.16
78.0,60.0,6,7.982,4.757,6.65
78.0,60.0,7,7.97,4.546,9.38
78.0,60.0,8,4.832,5.089,5.14
78.0,60.0,9,1.758,4.786,-4.9
